Samplers,Date,Fish #,Tag #,Recap?,Section #,Species,Gear,Length ,Weight (g),Age,Sex,Stomach?,Coho,Sockeye,UI Salmon,Stickleback ,Dolly Varden,Pike,Burbot,Lamprey,UI Fish,Scud,Dragon Fly,Water tiger,Damsel Fly,Caddis Fly,Stonefly,Mayfly,Chironomid,Beetle,Spiker,Wasp,Clam/mussel,Snail,Leech,Water Boatman,White worm,Roundworm,Worm,Moth,Maggot,UI Invert,Mammal,Bird,Eggs,Other (specify),Comments
CJ KD,6/25/2018,735,,,6,NP,Gill Net,290,168,,M,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ KD,6/25/2018,736,,,6,NP,Gill Net,290,205,,F,Y,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
CJ KD,6/25/2018,737,,,6,NP,Gill Net,275,176,,M,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ KD,6/25/2018,738,,,6,NP,Gill Net,266,149,,M,Y,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
CJ KD,6/25/2018,739,,,6,NP,Gill Net,254,120,,U,Y,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,
CJ KD,6/25/2018,740,,,6,NP,Gill Net,333,276,,F,Y,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
CJ KD,6/25/2018,741,,,6,NP,Gill Net,274,196,,F,Y,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
CJ KD,6/25/2018,742,,,6,NP,Gill Net,265,137,,F,Y,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
CJ KD,6/25/2018,743,,,6,NP,Gill Net,250,114,,M,Y,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,
CJ KD,6/25/2018,744,,,6,NP,Gill Net,240,134,,F,Y,,,,,,,,,,,,3,,,,,,,,,,,2,,,,,,,,,,,,
CJ KD,6/25/2018,745,,,6,NP,Gill Net,253,129,,M,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
CJ KD,6/25/2018,746,,,6,NP,Gill Net,305,197,,F,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ KD,6/25/2018,747,,,6,NP,Gill Net,295,180,,M,Y,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,
CJ KD,6/25/2018,748,,,6,NP,Gill Net,240,100,,U,Y,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
CJ KD,6/25/2018,749,,,6,NP,Gill Net,265,157,,F,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ KD,6/25/2018,750,,,6,NP,Gill Net,224,73,,U,Y,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
CJ KD,6/25/2018,751,,,6,NP,Gill Net,228,78,,F,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,
CJ KD,6/25/2018,752,,,6,NP,Gill Net,264,120,,M,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ KD,6/25/2018,753,,,6,NP,Gill Net,225,87,,M,Y,,,,,,,,,,16,1,1,,,,,,,,,,,,,,,,,,,,,,,
CJ KD,6/25/2018,754,,,6,NP,Gill Net,246,97,,U,Y,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
CJ KD,6/25/2018,755,,,6,NP,Gill Net,240,95,,F,Y,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
CJ KD,6/25/2018,756,,,6,NP,Gill Net,242,99,,U,Y,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CJ KD,6/25/2018,757,,,6,NP,Gill Net,207,55,,M,Y,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,
CJ KD,6/25/2018,758,,,5,NP,Gill Net,224,81,,U,Y,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,
CJ KD,6/25/2018,759,,,5,NP,Gill Net,239,86,,F,Y,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
CJ KD,6/25/2018,760,1463,Y,5,NP,Gill Net,450,597,,F,Y,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
CJ KD,6/25/2018,761,,,5,NP,Gill Net,501,667,,F,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Predation-no stomach
CJ KD,6/25/2018,762,1028,Y,5,NP,Gill Net,553,1117,,F,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ KD,6/25/2018,763,1027,Y,5,NP,Gill Net,498,843,,M,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ KD,6/25/2018,764,1031,Y,5,NP,Gill Net,381,355,,F,Y,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,6,,,,,
CJ KD,6/25/2018,765,,,5,NP,Gill Net,316,215,,M,Y,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,
CJ KD,6/25/2018,766,1461,Y,5,NP,Gill Net,415,454,,M,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
CJ KD,6/25/2018,767,,,5,NP,Gill Net,306,209,,F,Y,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
CJ KD,6/25/2018,768,,,5,NP,Gill Net,256,126,,U,Y,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,
CJ KD,6/25/2018,769,,,5,NP,Gill Net,543,1009,,F,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ KD,6/25/2018,770,,,Outlet Fyke,NP,Fyke,279,143,,F,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ KD,6/25/2018,771,,,2,NP,Angler,370,344,,F,Y,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,
CJ KD,6/25/2018,772,1867,Y,2,NP,Angler,392,488,,M,Y,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
CJ KD,6/25/2018,773,1213,Y,2,NP,Angler,372,345,,M,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,
CJ KD,6/25/2018,774,1374,Y,2,NP,Angler,505,856,,F,Y,,,,,,,,,,,2,,,,,,,,,9,,,,,,,,,,,,,,,
CJ EH,6/26/2018,775,1891,Y,1,NP,Gill Net,394,526,,F,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/26/2018,776,1046,Y,1,NP,Gill Net,430,535,,F,Y,,,,,,,,,,3,1,,,,,,,,,2,,,,,,,,,,,,,,,
CJ EH,6/26/2018,777,,,1,NP,Gill Net,324,276,,F,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/26/2018,778,1082,Y,1,NP,Gill Net,418,548,,M,Y,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,
CJ EH,6/26/2018,779,,,1,NP,Gill Net,308,241,,M,Y,,,,,,,,,,,4,,,,,,,,,,,,,,,,1,,,,,,,,
CJ EH,6/26/2018,780,,,1,NP,Gill Net,276,156,,M,Y,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/26/2018,781,,,1,NP,Gill Net,446,719,,F,Y,,,,,,,,,,2,1,,,,,,,,,,,,2,,,,1,,,,,,,,
CJ EH,6/26/2018,782,,,1,NP,Gill Net,314,278,,M,Y,,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
CJ EH,6/26/2018,783,,,1,NP,Gill Net,340,297,,M,Y,,,,,,,,,,,3,,,,,,,,,,,,1,,,,1,,,,,,,,
CJ EH,6/26/2018,784,,,1,NP,Gill Net,301,234,,U,Y,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/26/2018,785,1343,Y,1,NP,Gill Net,361,373,,M,Y,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/26/2018,786,,,1,NP,Gill Net,355,382,,F,Y,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/26/2018,787,,,1,NP,Gill Net,323,283,,M,Y,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/26/2018,788,,,1,NP,Gill Net,321,98,,M,Y,,,2,,,,,,,27,,,,,,,,,,,,,1,,,,,,,,,,,,
CJ EH,6/26/2018,789,,,1,NP,Gill Net,266,155,,M,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
CJ EH,6/26/2018,790,,,1,NP,Gill Net,275,164,,M,Y,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/26/2018,791,,,1,NP,Gill Net,211,73,,U,Y,,,,,,,,,,6,1,,,,,,,,,,,,1,,,,,,,,,,,,
CJ EH,6/26/2018,792,,,1,NP,Gill Net,218,78,,U,Y,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/26/2018,793,,,1,NP,Gill Net,224,85,,U,Y,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,4,,,,,
CJ EH,6/26/2018,794,,,1,NP,Gill Net,184,50,,U,Y,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/26/2018,795,,,1,NP,Gill Net,231,94,,U,Y,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,YOY pike in stomach
CJ EH,6/26/2018,796,,,1,NP,Gill Net,254,129,,F,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
CJ EH,6/26/2018,797,,,1,NP,Gill Net,262,128,,U,Y,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/26/2018,798,,,1,NP,Gill Net,271,135,,F,Y,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/26/2018,799,,,1,NP,Gill Net,255,140,,M,Y,,,2,,,,,,1,5,,,,,,,,,,,,,3,,,,,,,,,,,,
CJ EH,6/26/2018,800,,,1,NP,Gill Net,211,149,,M,Y,,,3,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,
CJ EH,6/26/2018,801,,,1,NP,Gill Net,212,80,,U,Y,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/26/2018,802,1310,Y,1,NP,Gill Net,334,306,,M,Y,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
CJ EH,6/26/2018,803,,,1,NP,Gill Net,284,171,,M,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/26/2018,804,,,1,NP,Gill Net,283,160,,M,Y,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/26/2018,805,,,1,NP,Gill Net,331,306,,F,Y,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/26/2018,806,1166,Y,1,NP,Gill Net,346,310,,F,Y,,,,,,,,,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/26/2018,807,,,1,NP,Gill Net,329,308,,U,Y,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/26/2018,808,,,1,NP,Gill Net,262,136,,U,Y,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/26/2018,809,,,1,NP,Gill Net,245,112,,F,Y,,,1,,,1,,,,23,,,,,,,,,,,,,1,,,,,,,,,,,,
CJ EH,6/26/2018,810,,,3,NP,Angler,245,103,,U,Y,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,2,,,,,
CJ EH,6/26/2018,811,,,3,NP,Angler,243,97,,U,Y,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,5,,,,,
PB KD  ,6/27/2018,812,,,2,NP,Gill Net,375,425,,M,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,813,1244,Y,2,NP,Gill Net,327,302,2,M,Y,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,814,1247,Y,2,NP,Gill Net,408,549,3,F,Y,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,815,1106,Y,2,NP,Gill Net,421,680,3,M,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,816,,,2,NP,Gill Net,332,281,2,F,Y,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,5,,,,,
PB KD  ,6/27/2018,817,,,2,NP,Gill Net,335,308,2,M,Y,,,,,,,,,,,4,,,,,,,,,,,,2,,,,,,,,,,,,
PB KD  ,6/27/2018,818,,,2,NP,Gill Net,305,238,2,M,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,819,,,2,NP,Gill Net,294,201,2,F,Y,2,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,820,1230,Y,2,NP,Gill Net,336,321,,M,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,821,1093,Y,2,NP,Gill Net,432,691,4,M,Y,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,
PB KD  ,6/27/2018,822,1196,Y,2,NP,Gill Net,430,616,3,M,Y,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,823,1006,Y,2,NP,Gill Net,343,349,2,F,Y,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,824,,,2,NP,Gill Net,344,356,2,F,Y,1,,,,,,,,1,4,1,,,,,,,,,,,,1,,,,,,,,,,,,
PB KD  ,6/27/2018,825,,,2,NP,Gill Net,435,622,4,M,Y,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,826,1508,Y,2,NP,Gill Net,416,733,3,F,Y,,,,,,,,,1,2,3,,,,,,,,,,,,1,,,,,,,,,,,,
PB KD  ,6/27/2018,827,,,2,NP,Gill Net,443,680,,M,Y,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,828,,,2,NP,Gill Net,225,105,,M,Y,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,829,,,2,NP,Gill Net,423,686,5-Mar,M,Y,1,,,2,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,830,,,2,NP,Gill Net,295,232,2,M,Y,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,831,,,2,NP,Gill Net,383,441,3,F,Y,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,832,1270,Y,2,NP,Gill Net,312,212,2,F,Y,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,6,,,,,
PB KD  ,6/27/2018,833,,,2,NP,Gill Net,439,638,5,M,Y,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,834,,,2,NP,Gill Net,294,226,2,F,Y,,,,,,,,,,11,,,,,,,,,,,,,2,,,,,,,,,,,,
PB KD  ,6/27/2018,835,,,2,NP,Gill Net,527,1192,5,F,Y,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,836,,,2,NP,Gill Net,365,345,2 TO 3,M,Y,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,837,,,2,NP,Gill Net,312,283,2,M,Y,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,838,,,2,NP,Gill Net,241,118,1,U,Y,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,839,,,2,NP,Gill Net,318,239,2,M,Y,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,840,,,2,NP,Gill Net,306,224,2,M,Y,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,841,,,2,NP,Gill Net,268,162,2,U,Y,,,,,,,,,,16,,,,,,,,,,,,,1,,,,,,,,,,,,
PB KD  ,6/27/2018,842,,,2,NP,Gill Net,313,261,2,M,Y,,,,,,,,,,,7,,,,,,,,,,,,4,,,,,,,,,,,,
PB KD  ,6/27/2018,843,,,2,NP,Gill Net,284,193,1,F,Y,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,844,,,2,NP,Gill Net,246,149,1,M,Y,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,845,,,2,NP,Gill Net,291,196,2,F,Y,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,846,,,2,NP,Gill Net,247,136,1 TO 2,U,Y,,,3,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,847,,,2,NP,Gill Net,363,415,3,M,Y,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,848,1416,Y,2,NP,Gill Net,562,1798,5,M,Y,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,849,,,2,NP,Gill Net,265,172,2,M,Y,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,850,,,2,NP,Gill Net,290,189,2,F,Y,,,,1,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,851,,,2,NP,Gill Net,259,156,2,F,Y,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,852,,,2,NP,Gill Net,292,199,2,M,Y,,,4,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,
PB KD  ,6/27/2018,853,1294,Y,2,NP,Gill Net,450,704,,F,Y,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,854,,,2,NP,Gill Net,265,142,2,M,Y,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,855,,,2,NP,Gill Net,332,286,3,M,Y,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,856,,,2,NP,Gill Net,314,243,2,F,Y,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,
PB KD  ,6/27/2018,857,,,2,NP,Gill Net,313,216,2,F,Y,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,858,1009,Y,2,NP,Gill Net,354,292,4,F,Y,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,859,,,2,NP,Gill Net,260,124,2,U,Y,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,860,,,2,NP,Gill Net,320,224,3,F,Y,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,
PB KD  ,6/27/2018,861,,,2,NP,Gill Net,286,188,2,M,Y,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,862,,,2,NP,Gill Net,772,3835,8,F,Y,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tagged pike in stomach #1520
PB KD  ,6/27/2018,863,,,2,NP,Gill Net,276,193,2,M,Y,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,864,,,2,NP,Gill Net,320,293,2.5,F,Y,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,865,,,2,NP,Gill Net,258,150,,M,Y,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,866,,,2,NP,Gill Net,290,180,2,U,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
PB KD  ,6/27/2018,867,,,2,NP,Gill Net,270,143,2,M,Y,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,868,,,2,NP,Gill Net,265,148,2,M,Y,,,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,869,,,2,NP,Gill Net,303,252,2.5,F,Y,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,870,,,2,NP,Gill Net,326,318,2,M,Y,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,871,,,2,NP,Gill Net,279,159,2,M,Y,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,872,,,2,NP,Gill Net,248,129,2,F,Y,,,,,,,,,,9,3,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,873,,,2,NP,Gill Net,241,111,2,U,Y,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,5,,,,,
PB KD  ,6/27/2018,874,,,2,NP,Gill Net,235,104,2,U,Y,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,One otolith
PB KD  ,6/27/2018,875,,,2,NP,Gill Net,254,115,2,U,Y,,,,,,,,,,4,,,1,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,876,,,2,NP,Gill Net,270,161,2,U,Y,,,1,,,,,,1,3,,,,,,,,,,,,,,,,,5,,,,,,,,
PB KD  ,6/27/2018,877,,,2,NP,Gill Net,247,113,2,U,Y,,,1,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,
PB KD  ,6/27/2018,878,,,2,NP,Gill Net,261,130,2,F,Y,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,879,,,2,NP,Gill Net,270,140,2,U,Y,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,880,,,2,NP,Gill Net,197,55,1,U,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
PB KD  ,6/27/2018,881,,,2,NP,Gill Net,204,57,1.5,U,Y,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,882,,,2,NP,Gill Net,210,64,2,U,Y,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,883,,,2,NP,Gill Net,208,68,2,U,Y,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,884,,,2,NP,Gill Net,290,189,2,M,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,885,,,2,NP,Gill Net,192,49,1,U,Y,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PB KD  ,6/27/2018,886,,,2,NP,Gill Net,290,200,2,M,Y,,,1,,,,,,,2,,,,,,,,,,,,,6,,,,,,,,,,,,
KD NS,6/27/2018,887,,,4,NP,Angler,376,396,3,M,Y,,,,,,,,,,6,1,,,,2,,,,,,,,,,,,,,,,,,,,
KD NS,6/27/2018,888,1432,Y,4,NP,Angler,360,338,3,F,Y,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,
