"","location","stat_area","count"
"1332","pigeot bay",NA,1
"1333","piget bay",NA,1
"1334","Piget bay",NA,2
"1335","Piget Bay",NA,1
"1336","piget bay and hobo",NA,1
"1337","Piggot Bay",NA,1
"1338","PIGGOT BAY",NA,3
"1339","PIGGOT POINT",NA,5
"1340","pigit bay",NA,1
"1341","pigot",NA,6
"1342","Pigot",NA,69
"1343","PIGOT",486034,1
"1344","PIGOT",NA,6
"1345","Pigot  bay, Barry arm",NA,1
"1346","pigot bay",NA,22
"1347","pIGOT bAY",NA,1
"1348","Pigot bay",NA,33
"1349","Pigot Bay",NA,224
"1350","PIGOT BAY",486034,13
"1351","PIGOT BAY",NA,78
"1352","PIGOT BAY MOUTH",NA,3
"1353","Pigot Bay, Port Wells",NA,1
"1354","Pigot Bay/Mouth of Bay",NA,1
"1355","PIGOT BY",NA,1
"1356","pigot point",NA,19
"1357","Pigot point",NA,16
"1358","Pigot Point",NA,39
"1359","PIGOT POINT",NA,37
"1360","Pigot pt",NA,10
"1361","Pigot Pt",NA,9
"1362","Pigot PT , PWS",NA,1
"1363","Pigot Pt.",NA,1
"1364","Pigott bay",NA,1
"1365","PIRATE",NA,1
"1366","Pirate Cove",NA,1
"1367","PIRATE COVE",NA,1
"1368","Plaidies",NA,1
"1369","Pleiades Islands",NA,2
"1370","poe bay",NA,2
"1371","Poe bay",NA,1
"1372","Poe Bay",NA,5
"1373","POE BAY",NA,1
"1374","Poe bay PWS",NA,1
"1375","poert nellie juan",NA,1
"1376","Point culross",NA,1
"1377","Point Elanor",NA,1
"1378","point elenor",NA,2
"1379","Point Packenham",NA,4
"1380","Point Pakenam",NA,1
"1381","Point Pakenam, College Fjord",NA,1
"1382","Point pakenham",NA,1
"1383","Point Pakenham",NA,3
"1384","Point Pakenham, college fjord",NA,2
"1385","Point Pekenham, College Fjord",NA,2
"1386","Point pigot",NA,3
"1387","POINT WELLS",NA,1
"1388","POINT WELLS/PIRATE COVE",NA,1
"1389","PORT",NA,23
"1390","Port  Valdez",NA,1
"1391","PORT CHALMERS (MONAGUE ISLAND)",NA,1
"1392","Port Etches",NA,1
"1393","Port Fidalgo",NA,2
"1394","PORT FIDALGO",466033,7
"1395","PORT FIDALGO",NA,4
"1396","Port Fidalgo Head",NA,1
"1397","PORT FIDALGO/ WHALEN BAY",NA,7
"1398","PORT GRAVINA",466031,1
"1399","PORT GRAVINA",NA,3
"1400","Port juan",NA,1
"1401","Port Nelle Juan",NA,6
"1402","PORT NELLE JUAN",NA,2
"1403","Port Nelli Juan",NA,1
"1404","Port Nellie",NA,2
"1405","port nellie jaun",NA,2
"1406","Port Nellie Jaun",NA,4
"1407","port nellie juan",NA,12
"1408","Port nellie juan",NA,1
"1409","Port Nellie juan",NA,6
"1410","Port Nellie Juan",NA,66
"1411","PORT NELLIE JUAN",NA,17
"1412","Port Nellie Juan (East finger Inlet)",NA,1
"1413","Port Nellie Juan and Deep Water Bay",NA,1
"1414","Port Nellie Juan near mink island",NA,1
"1415","Port Nellie Juan, McClure Bay",NA,1
"1416","port nellie yuan",NA,3
"1417","Port Nelliwon",NA,2
"1418","port nelly juan",NA,1
"1419","port of valdez",NA,12
"1420","port of Valdez",NA,4
"1421","Port of valdez",NA,3
"1422","Port of Valdez",NA,66
"1423","Port Of Valdez",NA,22
"1424","PORT OF VALDEZ",466100,54
"1425","PORT OF VALDEZ",NA,48
"1426","Port of Valdez (Anderson Bay)",NA,1
"1427","Port of Valdez by harbor",NA,4
"1428","PORT OF VALDEZ EAST SIDE",NA,31
"1429","Port of Valdez, PWS",NA,3
"1430","Port of Valez",NA,1
"1431","Port of Wells",NA,1
"1432","Port of Wells/Cochrane",NA,1
"1433","port valdez",NA,45
"1434","Port valdez",NA,3
"1435","Port Valdez",NA,136
"1436","PORT VALDEZ",466100,3
"1437","PORT VALDEZ",NA,107
"1438","Port Valdez @ Gold Creek",NA,2
"1439","Port Valdez Allison Point",NA,20
"1440","Port Valdez Cliff Mines",NA,1
"1441","Port Valdez off of Perkins Point",NA,1
"1442","Port Valdez Shoup Bay",NA,1
"1443","Port Valdez, off of Perkins Point",NA,1
"1444","Port Wales",NA,4
"1445","PORT Well",NA,1
"1446","Port Well - top of Ester Passage",NA,1
"1447","port wells",NA,31
"1448","Port wells",NA,17
"1449","Port Wells",NA,119
"1450","PORT Wells",NA,1
"1451","PORT WELLS",NA,85
"1452","Port Wells - top of Ester Passage",NA,1
"1453","Port Wells - Top of Ester Passage",NA,1
"1454","Port Wells / Barry Arm",NA,8
"1455","Port Wells and Bettles Bay",NA,1
"1456","Port Wells area",NA,1
"1457","port wells at esther passage",NA,2
"1458","Port Wells at Golden",NA,2
"1459","port wells bettles bay",NA,2
"1460","Port wells college fiord",NA,1
"1461","Port Wells near Culross Island",NA,1
"1462","Port Wells near Pigot",NA,6
"1463","Port Wells outside Hummer Bay",NA,5
"1464","Port Wells outside of Pigot Bay",NA,3
"1465","Port wells parkingham point",NA,2
"1466","Port Wells, by Golden",NA,1
"1467","Port Wells, east of Esther Island",NA,1
"1468","PORT WELLS, FAIRMONT PASSAGE",NA,1
"1469","PORT WELLS,PIGOT BAY, HAMMERBA",NA,1
"1470","port wells/ herrison lagoon",NA,1
"1471","PORT WELLS/BETTLES BAY",486034,1
"1472","PORT WELLS/HARRISON",NA,6
"1473","Port Wells/McClure Bay",NA,1
"1474","Portland canel",NA,1
"1475","potato",NA,1
"1476","potato 0oint",NA,1
"1477","potato point",NA,6
"1478","Potato point",NA,6
"1479","Potato Point",NA,8
"1480","POTATO POINT",466100,1
"1481","POTATO POINT",NA,4
"1482","Potato Pt",NA,1
"1483","Potatoe point",NA,1
"1484","Potatoe Point",NA,2
"1485","Pow bay",NA,3
"1486","Pow Bay",NA,1
"1487","prince of wales island",NA,1
"1488","Prince Willam",NA,1
"1489","Prince Willam Sound",NA,1
"1490","prince william sound",NA,3
"1491","prince William sound",NA,2
"1492","Prince william sound",NA,3
"1493","Prince William sound",NA,9
"1494","Prince William Sound",NA,30
"1495","PRINCE WILLIAM SOUND",NA,2
"1496","Prince William Sound (Whittier)",NA,1
"1497","Prince William Sound off Harrison Lagoon",NA,1
"1498","Prince WIlliam SOund Whittier",NA,1
"1499","Prince William Sound, Bettles Bay",NA,1
"1500","Prince William Sound, black stone bay",NA,1
"1501","Prince William Sound, Blackstone and Hobo bay",NA,1
"1502","prince william sound/whittier",NA,1
"1503","Prince William Sound/Whittier",NA,1
"1504","Prince William South",NA,1
"1505","Prince Willian Sound",NA,1
"1506","PT BLACKSTONE",NA,6
"1507","pt cochrane",NA,1
"1508","pt Cochrane",NA,1
"1509","Pt cochrane",NA,1
"1510","Pt Cochrane",NA,6
"1511","PT COCHRANE",NA,3
"1512","Pt Packenham",NA,2
"1513","PT PAKENHAM",NA,1
"1514","pt pokenham",NA,2
"1515","Pt Wells/Golden",NA,2
"1516","Pt Wells/Granite Bay",NA,1
"1517","pt. cochrane",NA,1
"1518","Pt. Cochrane",NA,8
"1519","Pt. Pigot",NA,3
"1520","Puget Bay",NA,1
"1521","pws",NA,11
"1522","Pws",NA,1
"1523","PWS",NA,48
"1524","PWS - Cullross Passage",NA,1
"1525","PWS - Pigot Bay",NA,3
"1526","PWS - Wells Passage",NA,1
"1527","PWS / Jacks Bay",NA,4
"1528","PWS entrance to Cochrane Bay area",NA,1
"1529","PWS McClure Bay",NA,1
"1530","PWS OUTSIDE SHOUP BAY",NA,1
"1531","PWS VALDEZ ARM",NA,1
"1532","quillian bay",NA,2
"1533","Quillian Bay",NA,3
"1534","QUILLIAN BAY",NA,7
"1535","Quillion",NA,1
"1536","QUILLION BAY",NA,1
"1537","RAGGED BAY",NA,1
"1538","Ragged Point",NA,2
"1539","reported on permit 179562",NA,2
"1540","reported on permit179562",NA,1
"1541","Resurrection",NA,1
"1542","resurrection bay",NA,2
"1543","Resurrection Bay",NA,1
"1544","Rocky Point",NA,1
"1545","Rocky pt.",NA,1
"1546","S CULROSS",NA,1
"1547","s culross passage",NA,1
"1548","S CULROSS PASSAGE",NA,6
"1549","S Knight Island",NA,2
"1550","S side Jonas Bay in Unakwik",NA,1
"1551","S. Culross pass",NA,1
"1552","S. Culross passage",NA,1
"1553","S. CULROSS PASSAGE",NA,3
"1554","s. disk island knight island",NA,1
"1555","S. Ester island",NA,3
"1556","S. Perry Is.",NA,1
"1557","S.E. of Bear Cape",NA,1
"1558","S.ester island",NA,1
"1559","same",NA,8
"1560","SANDY BAY",NA,1
"1561","Saw Island",NA,2
"1562","saw mill",NA,5
"1563","saw mill bay",NA,1
"1564","sawmil bay",NA,3
"1565","sawmill",NA,4
"1566","Sawmill",NA,1
"1567","sawmill bay",NA,1
"1568","Sawmill bay",NA,6
"1569","Sawmill Bay",NA,31
"1570","SAWMILL BAY",466100,1
"1571","SAWMILL BAY",NA,33
"1572","sawmill bay valdez",NA,3
"1573","Sawmill Bay/Harris arm",NA,1
"1574","Schoop bay",NA,1
"1575","Schoppe Bay",NA,4
"1576","SE of Perry Is",NA,1
"1577","se side perry island",NA,1
"1578","Sea bird rockery",NA,1
"1579","Sea Otter Lodge",NA,1
"1580","Seward",NA,1
"1581","shady cove",NA,1
"1582","Shallow Bay - Cochran",NA,1
"1583","Sheep Bay",NA,2
"1584","SHEEP BAY ENTRANCE",NA,1
"1585","Shelter Bay",NA,5
"1586","SHOESTRING",NA,3
"1587","Shoestring Bay",NA,1
"1588","Shoestring cove",NA,1
"1589","Shoop Bay",NA,4
"1590","SHOOP BAY",NA,1
"1591","Shoop Bay, Valdez",NA,1
"1592","Shoops bay",NA,1
"1593","SHOOPS BAY",NA,5
"1594","shotgun",NA,1
"1595","Shotgun",NA,2
"1596","SHOTGUN",NA,1
"1597","Shotgun bay",NA,1
"1598","SHOTGUN BAY/WHITTIER",NA,1
"1599","Shotgun clove",NA,1
"1600","Shotgun Cov",NA,1
"1601","shotgun cove",NA,19
"1602","Shotgun cove",NA,11
"1603","Shotgun Cove",NA,48
"1604","SHOTGUN COVE",NA,12
"1605","shotgun cove area",NA,2
"1606","shotgun cove outer",NA,1
"1607","Shotgun Cove PWS",NA,2
"1608","shotgun cove whittier",NA,1
"1609","shoup bay",NA,9
"1610","Shoup bay",NA,25
"1611","Shoup Bay",NA,17
"1612","SHOUP BAY",466100,6
"1613","SHOUP BAY",NA,66
"1614","Shoup Bay (west)",NA,2
"1615","Shoup bay moraine",NA,2
"1616","Shoup Bay Moraine",NA,1
"1617","shoup bay PWS",NA,6
"1618","Shoup Bay Spit, Port Valdez",NA,25
"1619","Shoup bay valdez",NA,2
"1620","Shoup bay, Valdez",NA,1
"1621","SHOUP GLACIER",NA,7
"1622","Shoup Point",NA,2
"1623","shoup spit",NA,10
"1624","Shoupe Bay",NA,2
"1625","shoups bay",NA,2
"1626","SHOUPS BAY",NA,1
"1627","shupe",NA,1
"1628","Sieah Bay",NA,2
"1629","SIMPSON",NA,2
"1630","simpson bay",NA,1
"1631","Simpson Bay",NA,12
"1632","SIMPSON BAY",456031,5
"1633","SIMPSON BAY",NA,22
"1634","SIMPSON BAY ENTRANCE",NA,1
"1635","Simpson Bay, Eastern PWS",NA,2
"1636","Siwash",NA,1
"1637","siwash bay",NA,2
"1638","Slop Point",NA,1
"1639","Slope Pt.",NA,6
"1640","snug harbor",NA,2
"1641","South Bay",NA,3
"1642","South Bay, Perry Island",NA,1
"1643","south calrose pass",NA,1
"1644","South Colross",NA,1
"1645","south coulros passage",NA,7
"1646","south cullross passage",NA,1
"1647","south culrose passage",NA,2
"1648","South Culross",NA,11
"1649","SOUTH CULROSS",486031,1
"1650","SOUTH CULROSS",NA,2
"1651","South Culross island",NA,3
"1652","south culross pass",NA,4
"1653","South Culross Pass",NA,1
"1654","SOUTH CULROSS PASS",NA,3
"1655","south culross passage",NA,1
"1656","South Culross Passage",NA,6
"1657","SOUTH CULROSS PASSAGE",NA,1
"1658","south culross passage (pots robbed)",NA,1
"1659","South Culross, Near Picturesque Cove",NA,1
"1660","SOUTH END COCHRANE BAY",NA,3
"1661","South End Knight Island",NA,1
"1662","south end of culross pass",NA,6
"1663","South end of Culross Passage",NA,1
"1664","South end of Esther Island",NA,2
"1665","South End of Jacks Bay",NA,3
"1666","south end olsen island",NA,1
"1667","South Esther Island",NA,3
"1668","South Mew Cove",NA,1
"1669","south of billings glacier",NA,1
"1670","south of Granite bay",NA,1
"1671","SOUTH OF HUMMER BAY",NA,1
"1672","South of potato point",NA,1
"1673","South of shoup bay",NA,2
"1674","SOUTH PERRY ISLAND",NA,1
"1675","South side ester island by the cannery entrance",NA,1
"1676","south side of ester island near lake bay",NA,2
"1677","South side of Olsen Island/bottom of Unakwik",NA,1
"1678","South tip of squire Island",NA,2
"1679","Southwest Blackstone",NA,1
"1680","squaw bay",NA,1
"1681","Squaw Bay",NA,13
"1682","SQUAW BAY",476033,1
"1683","SQUAW BAY",NA,2
"1684","Squaw Bay (Octupus in 2 Pots)",NA,1
"1685","Squire island",NA,3
"1686","Squire Island",NA,4
"1687","Squire Island Long Channel",NA,1
"1688","Squire Island, S end",NA,1
"1689","Squire Island. Long Channel",NA,1
"1690","Squire Point off of Knight Island",NA,4
"1691","Squireisland",NA,1
"1692","SQUIRELL COVE",NA,1
"1693","SQUIRREL BAY",NA,1
"1694","squirrel cove",NA,1
"1695","Squirrel Cove",NA,1
"1696","squirrel cove area",NA,1
"1697","Squirrel Cove area",NA,1
"1698","squirrel point",NA,1
"1699","SQUIRREL POINT",NA,1
"1700","Squirrel Point - Passage Canal",NA,3
"1701","Squirrel Point PWS",NA,1
"1702","Squirrel pt",NA,2
"1703","St. Matthews Bay",NA,1
"1704","Storey Island",NA,1
"1705","Suprise",NA,2
"1706","suprise cove",NA,2
"1707","Suprise cove",NA,1
"1708","Suprise Cove",NA,11
"1709","SUPRISE COVE",NA,3
"1710","SURPRISE",NA,5
"1711","surprise cove",NA,10
"1712","Surprise cove",NA,3
"1713","Surprise Cove",NA,10
"1714","SURPRISE COVE",NA,12
"1715","Surprise Cove Cochran",NA,1
"1716","Surprise Cove Cochran Bay",NA,2
"1717","Surprise Cove Entrance",NA,8
"1718","Surprise Cover",NA,1
"1719","SWANSON BAY",486001,1
"1720","TEBENHOF",NA,1
"1721","TEBENKOF",NA,1
"1722","tebenkoff glacier",NA,1
"1723","terminal moraine on barry arm",NA,1
"1724","TEST by Brittany",NA,1
"1725","THE NARROWS",NA,1
"1726","Thorne Bay",NA,3
"1727","Thorne Bay, Prince of whales island",NA,1
"1728","Three Finger Cove",NA,4
"1729","Three Fingers Cove",NA,1
"1730","Three fingers, Cochran Bay",NA,1
"1731","Thumb Bay",NA,1
"1732","Tolstoi Bay",NA,2
"1733","TONGUE POINT",NA,13
"1734","tongue pt.",NA,1
"1735","top of culross island",NA,3
"1736","Top of Culross Passage",NA,1
"1737","trinity point",NA,2
"1738","trinity Point",NA,2
"1739","Trinity point",NA,1
"1740","Trinity Point",NA,8
"1741","TrinityPoint",NA,3
"1742","Trinty Point",NA,1
"1743","Two Moon Bay",NA,1
"1744","UNAKIK BAY",NA,1
"1745","unakwek",NA,4
"1746","unakwick",NA,1
"1747","Unakwick",NA,8
"1748","Unakwick Bay",NA,3
"1749","UNAKWICK BAY",NA,7
"1750","Unakwick, Miner's Bay",NA,4
"1751","unakwik",NA,13
"1752","Unakwik",NA,113
"1753","UNAKWIK",476036,7
"1754","UNAKWIK",NA,42
"1755","Unakwik Bay",NA,19
"1756","UNAKWIK BAY",NA,24
"1757","UNAKWIK HARBOR",NA,1
"1758","Unakwik inlet",NA,3
"1759","Unakwik Inlet",NA,95
"1760","UNAKWIK INLET",NA,5
"1761","Unakwik Inlet (near Johna Bay)",NA,1
"1762","unakwik inlet half mile north meuller cove",NA,2
"1763","UNAKWIK NEAR OLSEN",NA,5
"1764","Unakwik point",NA,1
"1765","Unakwik Point",NA,7
"1766","Unakwik Point /Unakwik Bay",NA,1
"1767","Unakwik Point/ Unakwik Bay",NA,1
"1768","unakwik pt",NA,1
"1769","UNAKWIK PT",NA,1
"1770","UNAKWIK REEF",NA,1
"1771","UNAKWIK SE",NA,1
"1772","unakwik, mcclure",NA,1
"1773","UNAKWIK, N. OF MORAINE",NA,1
"1774","UNAKWIK, N. OF MUELLER BAY",NA,1
"1775","Unaquik",NA,5
"1776","Unaquik bay",NA,1
"1777","Unaquik Inlet",NA,5
"1778","Unaqwik",NA,2
"1779","Unavailable Bay",NA,1
"1780","Unikwik",NA,3
"1781","UNKAWIK",NA,1
"1782","Unkawik Inlet",NA,1
"1783","UNKNOWN",NA,1
"1784","unnamed bay",NA,1
"1785","Upper Cullross Pass",NA,2
"1786","Upper Herring Bay",NA,1
"1787","UPPER HERRING BAY",NA,1
"1788","upper passage",NA,3
"1789","UPPER PASSAGE, ELEANOR ISLAND",NA,1
"1790","Upper Passage, Knight Island",NA,1
"1791","valdez",NA,1
"1792","Valdez",NA,38
"1793","VALDEZ",466100,4
"1794","VALDEZ",NA,1
"1795","Valdez - Jack's Bay",NA,2
"1796","Valdez - Shoup's Bay",NA,1
"1797","Valdez AK",NA,1
"1798","valdez arm",NA,15
"1799","Valdez arm",NA,3
"1800","Valdez Arm",NA,62
"1801","VALDEZ ARM",466033,17
"1802","VALDEZ ARM",466100,6
"1803","VALDEZ ARM",NA,19
"1804","Valdez Arm Entrance Island",NA,1
"1805","Valdez Arm NE of Sawmill Bay",NA,2
"1806","valdez arm saw mill bay",NA,1
"1807","Valdez arm, off bligh island",NA,1
"1808","Valdez Bay",NA,31
"1809","VALDEZ BAY",NA,61
"1810","Valdez Bay / Gold Creek",NA,8
"1811","Valdez Harbor",NA,30
"1812","VALDEZ HARBOR",NA,1
"1813","VALDEZ JACK BAY",NA,3
"1814","Valdez Jacks Bay",NA,4
"1815","Valdez Narros",NA,1
"1816","valdez narrows",NA,27
"1817","valdez Narrows",NA,1
"1818","Valdez narrows",NA,36
"1819","Valdez Narrows",NA,156
"1820","VALDEZ NARROWS",466100,1
"1821","VALDEZ NARROWS",NA,50
"1822","Valdez Narrows - east",NA,1
"1823","Valdez narrows - west",NA,1
"1824","Valdez Narrows - west",NA,1
"1825","Valdez narrows / west of Shoup Bay",NA,1
"1826","Valdez narrows on the right heading out",NA,1
"1827","Valdez Narrows South West entrance",NA,1
"1828","Valdez Narrows, along falls SW of Shoup Bay",NA,13
"1829","Valdez port",NA,1
"1830","Valdez port Anderson Bay",NA,1
"1831","Valdez PWS Narrows",NA,2
"1832","valdez, mile from harbor",NA,1
"1833","Valdez/Gold Camp",NA,1
"1834","VALDEZZ ARM",NA,1
"1835","valdfez narrows",NA,1
"1836","vdz",NA,17
"1837","VERDAT ISLAND",NA,1
"1838","W end of Fairmount Is.",NA,1
"1839","W Port Valdez",NA,3
"1840","W side Knight Island",NA,1
"1841","W SIDE PERRY ISLAND",NA,2
"1842","W. Cocron",NA,1
"1843","W. OF MINK ISLAND",NA,1
"1844","W. Perrry Island",NA,1
"1845","W. Perry Island",NA,1
"1846","W. Twin Bay Perry Island",NA,1
"1847","Wales passage",NA,1
"1848","Water fall Green bouy",NA,2
"1849","water falls north of middle rock",NA,1
"1850","Water Rock",NA,2
"1851","Waterfalls across from Whittier harbor",NA,1
"1852","Welles Passage",NA,1
"1853","wells",NA,1
"1854","Wells",NA,15
"1855","WELLS",NA,5
"1856","WELLS & CEDAR",NA,1
"1857","wells bay",NA,15
"1858","wells Bay",NA,1
"1859","Wells bay",NA,20
"1860","Wells Bay",NA,121
"1861","WELLS BAY",476036,5
"1862","WELLS BAY",NA,59
"1863","Wells Bay & Disk Island",NA,1
"1864","wells bay (granite)",NA,1
"1865","wells bay (Hummer)",NA,1
"1866","Wells Bay and Granite Bay",NA,1
"1867","wells bay esther passage",NA,1
"1868","Wells Bay Granite Bay",NA,1
"1869","wells bay, esther passage",NA,1
"1870","Wells Bay/Inakwik Inlet",NA,1
"1871","wells bay/south bay perry island",NA,1
"1872","WELLS PASS, W THIN BAY",NA,1
"1873","WELLS PASS,N PERRY IS",NA,1
"1874","wells passage",NA,5
"1875","Wells passage",NA,4
"1876","Wells Passage",NA,35
"1877","WELLS PASSAGE",NA,18
"1878","Wells Passage  Bettles bay",NA,6
"1879","Wells Passage / Ester Island",NA,1
"1880","Wells Passage/ Ester Rock",NA,2
"1881","WELLS PORT",NA,2
"1882","west arm",NA,2
"1883","WEST ARM PERRY",NA,1
"1884","West Arm Whale  Bay",NA,1
"1885","West Arm Whale Bay",NA,1
"1886","WEST BAY, PORT NELLIE JUAN",NA,1
"1887","West Culross Island",NA,1
"1888","west finger inlet",NA,1
"1889","West Finger Inlet",NA,1
"1890","West Finger, Port Nellie Juan",NA,1
"1891","WEST FIOGA BAY-PORT NELLIE JUA",NA,1
"1892","West Flank Island",NA,2
"1893","West ingot elenor",NA,1
"1894","WEST IWEN BAY, PERRY ISLAND",NA,1
"1895","West of Harbor before Shoup Bay",NA,1
"1896","west of middle rock",NA,1
"1897","West of Poe Bay",NA,1
"1898","West of Pt. Elenore",NA,1
"1899","WEST PERRY",NA,1
"1900","West port wells",NA,3
"1901","west side Cochran Bay",NA,1
"1902","west side culross island",NA,1
"1903","west side customs island",NA,1
"1904","West Side Montague",NA,2
"1905","West side perry island",NA,1
"1906","West Side Perry Island",NA,2
"1907","WEST TWIN",NA,7
"1908","west twin bay",NA,3
"1909","West twin bay",NA,1
"1910","West Twin Bay",NA,7
"1911","WEST TWIN BAY",NA,7
"1912","West Twin Bay Perry Island",NA,1
"1913","West Twin Bay, Perrry Island",NA,1
"1914","West Twin Bay, Perry Island",NA,5
"1915","WEST TWIN BAY, PERRY ISLAND",NA,1
"1916","west twin perry island",NA,3
"1917","WEST TWIN PERRY ISLAND",NA,1
"1918","West Twn Bay",NA,1
"1919","whale bay",NA,1
"1920","Whale bay",NA,4
"1921","Whale Bay",NA,20
"1922","WHALE BAY",486005,6
"1923","WHALE BAY",NA,8
"1924","Whale Bay, Prince William Sound",NA,1
"1925","WHALEN BAY",NA,6
"1926","while bay",NA,1
"1927","Whitier",NA,1
"1928","whitter",NA,1
"1929","Whitter",NA,4
"1930","Whitter Prince William Sound",NA,1
"1931","whittier",NA,5
"1932","Whittier",NA,34
"1933","WHITTIER",486033,4
"1934","WHITTIER",NA,25
"1935","Whittier alaska",NA,1
"1936","Whittier Bay",NA,1
"1937","WHITTIER BAY",NA,5
"1938","Whittier bird rookery",NA,1
"1939","WHITTIER CANAL",NA,1
"1940","whittier harbor",NA,1
"1941","Whittier harbor",NA,1
"1942","Whittier Harbor",NA,4
"1943","WHITTIER HARBOR FALLS",NA,3
"1944","Whittier main bay",NA,1
"1945","WHITTIER NARROWS",NA,11
"1946","Whittier passage canal",NA,4
"1947","Whittier, AK",NA,1
"1948","Whittier, Blackstone Bay",NA,2
"1949","Whittier/ McLure Bay",NA,1
"1950","Whittier/Bird Rookery",NA,1
"1951","Willard Is. Blackstone Bay",NA,1
"1952","Windy Bay",NA,1
"1953","Wittier",NA,1
"1954","Wittier Harbor",NA,1
"1955","YAKUTAT BAY",NA,2
"1956","Yale Bay",NA,1
"1957","Zackoff",NA,1
"1958","ZAIKOF BAY",NA,1
"1959","Ziegler Cove",NA,4
"1960","ZIEGLER COVE",NA,4
"1961","ZIEGLERE COVE",NA,1
"1962","ZOAN PASSAGE",NA,1
